"Model","Y_feature","Site_Effect","Complexity","BIC","AIC","LogScore","LogScore_Censored","W_statistic","Skewness","Kurtosis","Mean_Z","SD_Z","norm_BIC","norm_AIC","norm_LogScore","norm_W","norm_Skew","norm_Kurt","norm_MeanZ","norm_SDZ","composite_score"
"m1d","Gyrification Index","none","shash_constant",-2644.75816792781,-2710.97379337484,-95.6272140066065,0.50775217047479,0.617476530673234,-3.8788497445715,20.1026504481129,-0.67691936781224,4.27175161052998,0.934375739471106,0.913999375125083,0.999999999979878,0.141028083833598,0.286709634504431,0.580070841599398,0.00360461060442652,0.156706016074365,0.558463259807162
"m1e","Gyrification Index","none","shash_full",-2639.7636631536,-2728.20267632205,-522881126.636216,0.381126360717909,0.598083376632385,-5.38273865818144,46.9684185560279,-0.167442691498118,3.47704337575187,0.926947073481517,0.937117790673927,0.999891884316098,0.0925586532339463,0,0,0.753531759128235,0.361542065121495,0.534874484418359
"m2a","Gyrification Index","fixed","linear",-2074.8956170093,-2092.58860486344,1.37437349490304,1.38080706818004,0.961160673046839,0.774636729317998,0.65378561595539,0.189017122473768,1.46618540890973,0.0867804838602887,0.0842249898060888,0.999999999999935,1,0.878513836911146,1,0.721775150327918,0.8798407099542,0.729412144771913
"m2b","Gyrification Index","fixed","smooth_mean",-2361.60045388146,-2401.83060159046,1.68805458394375,1.73777482484868,0.942352757781443,0.14907688350506,2.99408798904848,0.111593597231452,1.49893488900769,0.513216049948694,0.499178472709984,1,0.952993260314435,0.997773998436743,0.949469482439356,0.83573915734329,0.871399531395774,0.840258656569229
"m2c","Gyrification Index","fixed","smooth_mean_var",-2688.3946811559,-2755.7885875126,-131.979311873515,0.598568077592486,0.561049638093019,-4.51335660878841,26.5120534000627,-0.634297812920112,4.8546478167686,0.999279287745871,0.974133687766652,0.999999999972362,0,0.165743764296968,0.441682549496488,0.0663416555210761,0.00646451779189516,0.513508356310837
"m2d","Gyrification Index","fixed","shash_constant",-2677.05443281492,-2752.80507309142,-98.3071109488723,0.496255764100032,0.608179908814067,-4.08923820989133,22.5767042107563,-0.537226440149921,4.39890131857882,0.982412166585222,0.970130286826718,0.999999999979324,0.117792978957672,0.246600023049817,0.526652437833904,0.209226425657163,0.123933178579493,0.570245665863976
"m2e","Gyrification Index","fixed","shash_full",-2664.6274758805,-2773.73095319032,-262602.109953836,0.496012195561404,0.620385707560704,-4.93535698130644,40.9792953645148,-0.175857033750422,3.45492726237428,0.963928709965176,0.998209483448689,0.999999945701637,0.148299007735524,0.085291297714878,0.129313843408034,0.741146219249107,0.367242493387232,0.578659713087094
"m3a","Gyrification Index","random","linear",-2074.97515260167,-2092.60324856242,1.37397501919598,1.38068617347685,0.9610322277911,0.776262470722503,0.65758145133275,0.188844505347237,1.46646996101097,0.0868987825458798,0.0842446393167002,0.999999999999935,0.999678975972872,0.878203896649158,0.999918042416912,0.722029235108448,0.879767366649555,0.729342015546571
"m3b","Gyrification Index","random","smooth_mean",-2361.64366370772,-2401.84143593596,1.68787686709128,1.73827439886673,0.942095123568177,0.144428303473719,3.00715812301968,0.111524183255527,1.49905611766972,0.513280318856476,0.499193010675217,1,0.952349353521674,0.998660229241218,0.949187279318194,0.835841331647735,0.871368284707901,0.840206691682942
"m3c","Gyrification Index","random","smooth_mean_var",-2688.87923663317,-2755.84869065743,-132.702549570976,0.600389030168971,0.561229381707486,-4.51377052914468,26.626831287683,-0.640297117124768,4.87972838997331,1,0.974214336609768,0.999999999972212,0.000449234334382566,0.165664852249018,0.43920432867654,0.0575109449027347,0,0.512311519482557
"m3d","Gyrification Index","random","shash_constant",-2677.52370490887,-2752.85577260768,-99.602200222027,0.514943646487687,0.600066182586052,-4.16740388358582,23.1396942520233,-0.555917946426563,4.41442768027297,0.983110146825858,0.970198317498733,0.999999999979056,0.0975142924951716,0.231698090112533,0.514496667496796,0.181713354587714,0.119931258822874,0.561232034035325
"m3e","Gyrification Index","random","shash_full",-2670.70470210957,-2775.06532664738,-4836311527158.25,0.466953484803731,0.732658936033488,-3.55256168328698,30.6768916744597,-0.00689164788876441,2.94816644459895,0.972967781072285,1,0,0.428904186459831,0.348914980888351,0.351757659456098,0.989855798920489,0.497860095146416,0.513371960542272
"m1a","Hull Area","none","linear",9939.01123566996,9925.74149477936,-7.97238080340657,-7.8415337851737,0.98474236237087,0.0391039000283536,1.25970535738498,0.00388260734239815,0.918984346438202,0.0801998859227337,0.0087835029141059,0,0.337569258701808,0.913297192657411,0.459592851957587,0.923213813213582,0.0375818639195831,0.289770865166669
"m1b","Hull Area","none","smooth_mean",9944.89544463129,9924.31440261321,-7.96767055103202,-7.81311324169583,0.984600892266056,0.0150146899282328,1.21766736533952,-0.00291043822721447,0.918038703695875,0.0411698408963628,0.0171398088551699,0.0315740010066439,0.32955055763519,1,0.478653749756643,0.942440367094349,0.0263481864084273,0.300638885236711
"m1c","Hull Area","none","smooth_mean_var",9851.1181421347,9813.0891105648,-7.89501297691309,-7.67452326170002,0.978786789515111,-0.292851254146239,2.27331766769828,-0.0461973556387273,0.962026462418566,0.663196074659855,0.668416993881347,0.518615912129006,0,0,0,0.0863565469582491,0.548896791511699,0.31768829339816
"m1d","Hull Area","none","shash_constant",9842.26920797544,9797.30952777207,-7.87928070637101,-7.77696845466203,0.993788300801697,-0.0350862367581986,0.377043229892051,-0.0443221100155989,0.964488337726857,0.721891185751476,0.760813984465674,0.62407326057514,0.850304272497012,0.927757720131406,0.859810174065725,0.123443212693295,0.578142416786586,0.710616294554424
"m1e","Hull Area","none","shash_full",9857.19480330984,9795.16283562605,-7.87312793136051,-7.77470283958962,0.995246932467246,-0.0502054321108126,0.193836553624438,-0.0505638775004895,0.961771247878023,0.622889491254307,0.773383891833237,0.665316851985421,0.932981325063359,0.873340133320368,0.942879882263603,0,0.545864993437985,0.712993324347472
"m2a","Hull Area","fixed","linear",9944.93453161309,9927.24154375895,-7.97092561936905,-7.84000683328233,0.985084258953912,0.0877326176922393,1.25417518048916,0.0046490620550012,0.917833794504383,0.0409105763682979,0,0.00975446294849254,0.356948381228794,0.738270850099672,0.462100348902444,0.908055665727847,0.0239139861832707,0.269411999084247
"m2b","Hull Area","fixed","smooth_mean",9951.10225137659,9924.5317612497,-7.96362944538551,-7.83397925696483,0.9851091286649,0.0883359498698209,1.19647168715998,-0.00473423143565355,0.9158207326685,0,0.0158670702693258,0.0586625439560637,0.358358027304068,0.736099313825174,0.488264310011873,0.906371273927564,0,0.275405029207231
"m2c","Hull Area","fixed","smooth_mean_var",9806.23138133104,9763.13353496878,-7.83303199383466,-7.71328059210065,0.994661807568487,0.14318619742984,0.428098568121589,-0.0346360664463963,0.931065795347836,0.960930622628554,0.960930738294578,0.934089960331523,0.899815719821718,0.538680202649508,0.836660624414616,0.315003750531969,0.181102344586826,0.781755843094711
"m2d","Hull Area","fixed","shash_constant",9812.15755158072,9759.69898521176,-7.8330880429318,-7.71893254155249,0.995415856067028,0.130506490859738,-0.100881653987005,-0.0368801248961754,0.943273727307936,0.921622247756218,0.981041666810853,0.933714249199979,0.942556124287038,0.5843174880291,0.985027562390529,0.270623086692305,0.326125369223342,0.813292217777558
"m2e","Hull Area","fixed","shash_full",9840.77610609706,9760.53509906462,-7.82319944455495,-7.71339807801611,0.996018255131938,0.0998302112360141,-0.206510747461779,-0.0483706709138414,0.93719295530777,0.731794952583179,0.976145821033134,1,0.976700850698612,0.694728728212928,0.937133139813162,0.0433749683581304,0.253889387693363,0.788205008636984
